Data Year,County,Dashboard Fuel Type Group,Fuel Type,Make,Model,Number of Vehicles
2021,Out of State,Battery Electric (BEV),Battery Electric (BEV),FIAT,500e,40
2021,Out of State,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,7
2021,Out of State,Battery Electric (BEV),Battery Electric (BEV),Ford,Mustang Mach-E,49
2021,Out of State,Battery Electric (BEV),Battery Electric (BEV),Ford,Transit Connect Electric,3
2021,Out of State,Battery Electric (BEV),Battery Electric (BEV),Hyundai,IONIQ Electric,4
2021,Out of State,Battery Electric (BEV),Battery Electric (BEV),Hyundai,KONA EV,70
2021,Out of State,Battery Electric (BEV),Battery Electric (BEV),Jaguar,I-PACE,8
2021,Out of State,Battery Electric (BEV),Battery Electric (BEV),Kia,Niro EV,286
2021,Out of State,Battery Electric (BEV),Battery Electric (BEV),Kia,Soul EV,7
2021,Out of State,Battery Electric (BEV),Battery Electric (BEV),MINI,Hardtop 2 Door,2
2021,Out of State,Battery Electric (BEV),Battery Electric (BEV),Mazda,MX-30 EV,8
2021,Out of State,Battery Electric (BEV),Battery Electric (BEV),Mercedes-Benz,B-Class,4
2021,Out of State,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,7
2021,Out of State,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,208
2021,Out of State,Battery Electric (BEV),Battery Electric (BEV),Polestar,2,281
2021,Out of State,Battery Electric (BEV),Battery Electric (BEV),Porsche,Taycan,24
2021,Out of State,Battery Electric (BEV),Battery Electric (BEV),Smart,EQ Fortwo,1
2021,Out of State,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,6
2021,Out of State,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model 3,596
2021,Out of State,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,833
2021,Out of State,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model X,176
2021,Out of State,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model Y,154
2021,Out of State,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,5
2021,Out of State,Battery Electric (BEV),Battery Electric (BEV),Think Global,Think City,2
2021,Out of State,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,7
2021,Out of State,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,ID.4,14
2021,Out of State,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,e-Golf,70
2021,Out of State,Battery Electric (BEV),Battery Electric (BEV),Volvo,XC40,23
2021,Out of State,Diesel,Diesel,,,8202
2021,Out of State,Gasoline,Flex Fuel,,,44327
2021,Out of State,Fuel Cell (FCEV),Fuel Cell (FCEV),Hyundai,NEXO,2
2021,Out of State,Fuel Cell (FCEV),Fuel Cell (FCEV),Toyota,Mirai,24
2021,Out of State,Gasoline,Gasoline,,,326122
2021,Out of State,Gasoline Hybrid,Gasoline Hybrid,,,17629
2021,Out of State,Other,Natural Gas,,,737
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A3 Sportback e-tron,18
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A7,1
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,Q5,13
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,3 Series,20
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,5 Series,41
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,7 Series,1
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X3,13
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X5,16
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i3,42
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i8,12
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Cadillac,CT6 PHEV,1
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Cadillac,ELR,3
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,330
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chrysler,Pacifica Hybrid,765
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ferrari,SF90 Stradale,2
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Fisker,Karma,6
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,58
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Escape Plug-In Hybrid,13
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,210
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In Hybrid,3
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Clarity Plug-In Hybrid,57
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,IONIQ PHEV,41
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,SANTA FE Plug-in Hybrid,4
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,SONATA Plug-in Hybrid,10
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,TUCSON Plug-In Hybrid,2
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Jeep,Wrangler Unlimited,24
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Karma,GS-6,1
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Karma,Revero,2
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Niro Plug-In Hybrid,21
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Optima Plug-In Hybrid,2
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Land Rover,Range Rover,2
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Land Rover,Range Rover Sport,4
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Lincoln,Aviator,16
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Lincoln,Corsair,2
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),MINI,Countryman Plug-In Hybrid,16
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),McLaren,P1,2
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,C-Class,7
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,GLC,27
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,GLE,2
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,S-Class,5
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mitsubishi,Outlander PHEV,157
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Cayenne,11
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Panamera,7
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Subaru,Crosstrek,44
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius,1
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-In Hybrid,94
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Prime,357
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,RAV4 Prime,110
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,S60,3
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,S90,1
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,V60,1
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC60,24
2021,Out of State,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC90,54
2021,Out of State,Other,Propane,,,1
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Audi,e-tron,85
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Audi,e-tron GT,7
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Audi,e-tron Sportback,1
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),BMW,i3,44
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EUV,11
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EV,252
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,S-10,1
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,38
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),FIAT,500e,36
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,26
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Ford,Mustang Mach-E,94
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Honda,Clarity Electric,11
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Honda,EV Plus,1
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Hyundai,IONIQ Electric,30
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Hyundai,KONA EV,63
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Jaguar,I-PACE,11
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Kia,Niro EV,51
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Kia,Soul EV,20
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),MINI,Hardtop 2 Door,16
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Mazda,MX-30 EV,4
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Mercedes-Benz,B-Class,11
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,2
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,369
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Polestar,2,5
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Porsche,Taycan,31
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Rivian,R1T,2
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,10
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model 3,1993
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,809
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model X,360
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model Y,1029
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,6
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,17
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,ID.4,43
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,e-Golf,48
2021,Placer,Battery Electric (BEV),Battery Electric (BEV),Volvo,XC40,7
2021,Placer,Diesel,Diesel,,,13151
2021,Placer,Gasoline,Flex Fuel,,,15427
2021,Placer,Fuel Cell (FCEV),Fuel Cell (FCEV),Honda,Clarity Fuel Cell,2
2021,Placer,Fuel Cell (FCEV),Fuel Cell (FCEV),Hyundai,NEXO,6
2021,Placer,Fuel Cell (FCEV),Fuel Cell (FCEV),Toyota,Mirai,75
2021,Placer,Gasoline,Gasoline,,,289412
2021,Placer,Gasoline Hybrid,Gasoline Hybrid,,,14665
2021,Placer,Other,Natural Gas,,,13
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A3 Sportback e-tron,32
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A7,4
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,Q5,61
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,3 Series,44
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,5 Series,87
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,7 Series,7
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X3,25
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X5,70
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i3,66
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i8,13
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Cadillac,CT6 PHEV,1
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Cadillac,ELR,8
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,638
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chrysler,Pacifica Hybrid,95
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,150
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Escape Plug-In Hybrid,7
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,372
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In Hybrid,5
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Clarity Plug-In Hybrid,168
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,IONIQ PHEV,42
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,SANTA FE Plug-in Hybrid,13
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,SONATA Plug-in Hybrid,21
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,TUCSON Plug-In Hybrid,4
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Jeep,Wrangler Unlimited,61
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Karma,Revero,1
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Niro Plug-In Hybrid,63
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Optima Plug-In Hybrid,18
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Sorento Plug-In Hybrid,5
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Land Rover,Range Rover,6
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Land Rover,Range Rover Sport,7
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Lincoln,Aviator,14
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Lincoln,Corsair,2
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),MINI,Countryman Plug-In Hybrid,20
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,C-Class,14
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,GLC,31
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,GLE,7
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mercedes-Benz,S-Class,9
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mitsubishi,Outlander PHEV,18
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Cayenne,19
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Porsche,Panamera,7
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Subaru,Crosstrek,29
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-In Hybrid,187
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Prime,496
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,RAV4 Prime,109
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,S60,7
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,S90,3
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,V60,1
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC60,32
2021,Placer,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC90,89
2021,Placer,Other,Propane,,,2
2021,Plumas,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EV,3
2021,Plumas,Battery Electric (BEV),Battery Electric (BEV),Hyundai,KONA EV,1
2021,Plumas,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,4
2021,Plumas,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,2
2021,Plumas,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model 3,16
2021,Plumas,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,3
2021,Plumas,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model X,1
2021,Plumas,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model Y,15
2021,Plumas,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,1
2021,Plumas,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,ID.4,2
2021,Plumas,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,e-Golf,1
2021,Plumas,Battery Electric (BEV),Battery Electric (BEV),Volvo,XC40,1
2021,Plumas,Diesel,Diesel,,,1977
2021,Plumas,Gasoline,Flex Fuel,,,1066
2021,Plumas,Gasoline,Gasoline,,,18600
2021,Plumas,Gasoline Hybrid,Gasoline Hybrid,,,270
2021,Plumas,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,Q5,1
2021,Plumas,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,3 Series,1
2021,Plumas,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X3,2
2021,Plumas,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X5,1
2021,Plumas,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,8
2021,Plumas,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chrysler,Pacifica Hybrid,1
2021,Plumas,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,1
2021,Plumas,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,1
2021,Plumas,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Clarity Plug-In Hybrid,2
2021,Plumas,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Kia,Niro Plug-In Hybrid,4
2021,Plumas,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Mitsubishi,Outlander PHEV,1
2021,Plumas,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Subaru,Crosstrek,1
2021,Plumas,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Plug-In Hybrid,3
2021,Plumas,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,Prius Prime,5
2021,Plumas,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Toyota,RAV4 Prime,5
2021,Plumas,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC60,2
2021,Plumas,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Volvo,XC90,2
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Audi,e-tron,187
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Audi,e-tron GT,11
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Audi,e-tron Sportback,2
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Azure Dynamics,Transit Connect,4
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),BMW,i3,139
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EUV,47
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Bolt EV,1319
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Chevrolet,Spark EV,106
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),FIAT,500e,290
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Ford,Focus,50
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Ford,Mustang Mach-E,444
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Ford,Transit Connect Electric,2
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Honda,Clarity Electric,27
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Hyundai,IONIQ Electric,153
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Hyundai,KONA EV,506
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Jaguar,I-PACE,87
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Kewet,Kewet,1
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Kia,Niro EV,149
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Kia,Soul EV,65
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),MINI,Hardtop 2 Door,18
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Mazda,MX-30 EV,2
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Mercedes-Benz,B-Class,33
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Mercedes-Benz,EQS,1
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Mitsubishi,i-MiEV,5
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Nissan,LEAF,952
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Polestar,2,21
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Porsche,Taycan,113
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Rivian,R1T,3
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Smart,EQ Fortwo,1
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Smart,Fortwo Electric Drive,60
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model 3,7338
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model S,2266
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model X,944
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Tesla,Model Y,3208
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Tesla,Roadster,2
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Toyota,RAV4 EV,14
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,ID.4,315
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Volkswagen,e-Golf,135
2021,Riverside,Battery Electric (BEV),Battery Electric (BEV),Volvo,XC40,47
2021,Riverside,Diesel,Diesel,,,38635
2021,Riverside,Gasoline,Flex Fuel,,,83402
2021,Riverside,Fuel Cell (FCEV),Fuel Cell (FCEV),Honda,Clarity Fuel Cell,12
2021,Riverside,Fuel Cell (FCEV),Fuel Cell (FCEV),Hyundai,NEXO,10
2021,Riverside,Fuel Cell (FCEV),Fuel Cell (FCEV),Toyota,Mirai,195
2021,Riverside,Gasoline,Gasoline,,,1614459
2021,Riverside,Gasoline Hybrid,Gasoline Hybrid,,,59171
2021,Riverside,Other,Natural Gas,,,799
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A3 Sportback e-tron,125
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A7,5
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,A8 L,4
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Audi,Q5,132
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,3 Series,231
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,5 Series,463
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,7 Series,14
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X3,80
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,X5,201
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i3,487
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),BMW,i8,63
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Bentley,Bentayga,1
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Cadillac,CT6 PHEV,10
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Cadillac,ELR,43
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chevrolet,Volt,2598
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Chrysler,Pacifica Hybrid,304
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Fisker,Karma,13
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,C-MAX Energi,699
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Escape Plug-In Hybrid,22
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Ford,Fusion Energi,1739
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Accord Plug-In Hybrid,28
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Honda,Clarity Plug-In Hybrid,931
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,IONIQ PHEV,336
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,SANTA FE Plug-in Hybrid,70
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,SONATA Plug-in Hybrid,142
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Hyundai,TUCSON Plug-In Hybrid,36
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Jeep,Wrangler Unlimited,308
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Karma,GS-6,1
2021,Riverside,Plug-in Hybrid (PHEV),Plug-in Hybrid (PHEV),Karma,Revero,12
